username	tweet	hashtags	mentions
InStyle	"InStyle
13h""So casually cruel in the name of being honest.""
instyle.com
Jake Gyllenhaal Is Reportedly ""Ignoring All of the Noise"" Amid Taylor Swift Re-Release
(Jake's Version). "	[]	['InStyle']
film_girl	RT @amandapetrusich: For this week’s issue, I wrote about The Eras Tour, &amp; the extraordinary ways in which Taylor Swift cultivates intimacy…	[]	['amandapetrusich']
etnow	"Entertainment Tonight
10hAdele gave her fans another sneak peek at her new single on Instagram Live today! Listen here:
etonline.com
Adele Shares Sample of New Single 'Easy on Me' During Instagram Live
She also praised fellow artists Taylor Swift, Harry Styles, Lana Del Rey and Doja Cat."	[]	['etnow']
de_turca	"RT @MANICGUADA: can you imagine being in taylor swift concert trading friendship bracelets with a halsey????? a dream

 https://t.co/gDENdc…"	[]	['MANICGUADA']
lanikaps	RT @meghanrienks: i need taylor swift to do a folkmore tour but nobody is allowed to stand, everyone gets assigned a picnic blanket and a b…	[]	['meghanrienks']
littlegiinge	RT @RiotGrlErin: the silver lining to my bf breaking up with me is that i’ll finally get the taylor swift album experience i deserve.	[]	['RiotGrlErin']
openslate	Four of the top five YouTube channels are for kids (and the fifth is Taylor Swift)  http://gu.com/p/48339/stw  via @stuartdredge at @guardian	[]	['stuartdredge', 'guardian']
delia_cai	RT @VanityFair: The fetishization of girlhood is upon us, thanks to TikTok and Taylor Swift—but as VF’s @delia_cai writes, it seems “we cra…	[]	['VanityFair', 'delia_cai']
torontostar	Taylor Swift's “The Man” is not a feminist roar from someone ready to destroy systemic injustice. It is the petulant, auto-tuned whimper of a diva who just can’t stop trying to settle scores. The latest from @vinaymenon: http://torstar.co/WGKB50yzrGl 	[]	['vinaymenon']
PopCrave	"Pop Crave
Feb 11.
@EdSheeran
 has released the remix of “The Joker And The Queen” featuring 
@TaylorSwift13
.

Stream:
music.apple.com
The Joker And The Queen (feat. Taylor Swift) by Ed Sheeran
Listen to The Joker And The Queen (feat. Taylor Swift) by Ed Sheeran on Apple Music. 2022. Duration: 3:05
97
427
2,179"	[]	['PopCrave', 'EdSheeran', 'TaylorSwift13']
Frank_McG	cc  @LJKawa   Queen's University course explores literary chops of Taylor Swift | CBC News https://t.co/0Fe44Vbv1S	[]	['LJKawa']
omarbaddar	@WajahatAli @mattduss @ASE @Ibishblog Is this a Taylor Swift quote? Haters gotta get paid paid paid paid paid...	[]	['wajahatali', 'mattduss', 'ase', 'ibishblog']
evan_greer	Today I learned that Taylor Swift started in a short film for @fightfortheftr (at least according to some clickbait site that I assume is entirely AI generated) 😂 https://t.co/wAwMKFZ1SR	[]	['fightfortheftr']
J14Magazine	"J-14 Magazine
Jan 18Taylor Swift fans love looking back on her past romances!
j-14.com
Taylor Swift's Dating History: Harry Styles, Joe Jonas and More
Taylor Swift's relationships have made headlines over the years! Look back at her complete dating history."	[]	['J14Magazine']
lizziepika	"Will be on @Twitch in a little over an hour for #GreatHairCodeShare playing with a @KaggleDatasets Taylor Swift  dataset in @observablehq! 

Also will be talking about mentors + teachers ��‍����‍�� and John Wooden �� https://twitch.tv/lizziepikachu "	['#greathaircodeshare']	['twitch', 'kaggledatasets', 'observablehq']
klingenbergfarm	“iPhone I Like You” #ImAFarmer. Taylor Swift PARODY   http://youtu.be/PtHKxIe3bW4  @JanzenLaw @CraigAndresKSN @FarmsNews @NationalFFA @BeefUSA pic.twitter.com/WFiYtFzAHd	['#imafarmer']	['janzenlaw', 'craigandresksn', 'farmsnews', 'nationalffa', 'beefusa']
boris_Hameron	RT @ThrowbackTaylor: 7 years ago today, taylor swift wrote “dancing with our hands tied” after she was caught by the paps for the first tim…	['']	['ThrowbackTaylor']
9NewsAUS	"#BREAKING: Taylor Swift has announced TWO extra shows to her Australian tour. 
@RichardWilkins #9News https://t.co/vwtQgYkD7u"	['BREAKING', '9News']	['RichardWilkins']
kayjean21	"RT @SwiftNYC: THE CROWD IS SO LOUD 🥹

Taylor Swift singing ‘Picture To Burn’ from her debut album as the first surprise song on the guitar…"	[]	['SwiftNYC']
4lisaguerrero	RT @Scottcrates: I can see why the GOP hates Taylor Swift…. When she’s not ruining the NFL, she’s making kids with cancer feel like the mos…	['']	['Scottcrates']
Squirrely007	RT @lance_cotten: That moment Taylor Swift Tells her dad she’s not staying quiet anymore! “@MarshaBlackburn is wrong and doesn’t stand for…	[]	['lance_cotten', 'MarshaBlackburn']
RollingStone	"Rolling Stone
Feb 22Reissues from the Rolling Stones, U2, the Doors, and more hitting independent shops on April 23.
rollingstone.com
Taylor Swift, Foo Fighters, Kacey Musgraves Exclusives Lead 2022 Record Store Day
Exclusive releases from Taylor Swift, Foo Fighters, U2, Kacey Musgraves, and the Rolling Stones headline this year’s Record Store Day."	[]	['RollingStone']
AlyssaM_InfoSec	"Starting with this response, a complete pen-test report written in Taylor Swift memes. 
@SwiftOnSecurity
 I think you have competition!! 
"	[]	['SwiftOnSecurity', 'DeweyRitten', 'DeweyRitten', 'CVEandABV']
SusanLFleming2	RT @twinautismmom: Got news for you… if you can afford a Taylor Swift ticket, you can afford to pay your student loans	[]	['twinautismmom']
AaronC_48	RT @balladofsongs: taylor swift releasing her version of safe and sound and eyes open, netflix having all four hunger games movies for one…	[]	['balladofsongs']
Ronaldinhio	"@AbiDemina @bajanhomeboy @UnitedDan3 @IvanaE @Nymeria_Rhaenys @LuciaOC_ Can we explain the why for instance Taylor Swift uses pledge and donate interchangeably and no one dies?
She says she donated $4mill but really pledged and is giving in a tax advantageous way. This harms no one.
Does this mean that most donors are liars?"	[]	['AbiDemina', 'bajanhomeboy', 'UnitedDan3', 'IvanaE', 'Nymeria_Rhaenys', 'LuciaOC_']
notevenNikita	RT @HS3SUPREMACY: i will NOT apologize for the person i will become when taylor swift releases reputation (taylor’s version)	[]	['HS3SUPREMACY']
FunnyWilfred	"Wilfred
11hShut up bitch. Your legs are like Taylor Swift's song... They're never getting back together."	[]	['FunnyWilfred']
renjunrush	RT @TheSwiftSociety: ‼️| Trademarks of Taylor Swift TV &amp; 1989 TV have been approved. https://t.co/yyeeRBGGPv	[]	['TheSwiftSociety']
leahfhardy	I pinched my daughter’s furry Taylor Swift fleece blanket (shhh) & even with it  folded my knees were agony. I’m clearly broken!	[]	['maisondebamboo']
marenmorris	@prestonjones great review. I'm hoping for a possible live tweet Taylor Swift concert review as well in your future...haha	[]	['prestonjones']
mitsloan	In trying to get follows from Taylor Swift and Donald Trump, @zlisto tapped into core questions about democracy and counterterrorism.   https://mitsloan.co/2I4dPY7 	[]	['zlisto']
RaleighBowman	"RT @RaleighBowman: 🕯️ You will see Taylor Swift 🕯️ 
🕯️ You will see Taylor Swift 🕯️ 
🕯️ You will see Taylor Swift 🕯️
🕯️ You will see Taylor…"	[]	['RaleighBowman']
ELLEfrance	RT @ELLEfrance: Taylor Swift : découvrez « Carolina » sa nouvelle chanson rappelant Lana Del Rey https://t.co/ZLImmsH5Nb https://t.co/DkqV9…	[]	['ELLEfrance']
tyschalter	@sorrelquest the last Taylor Swift song I heard and knew about was “Shake It Off,” which has got to be like a decade old?	['']	['sorrelquest']
roydekel	And the Squad Keeps Growing: Taylor Swift Brings All New Guests on Stage in Chicago via @People  http://ift.tt/1TMaRbH 	[]	['people']
lyndaonthehud	You've Never Seen Anything Like Taylor Swift's New NYC House  http://www.popsugar.com/home/Taylor-Swift-Rents-New-York-City-Carriage-House-41639007?campaign=sugar_social_button_m … via @POPSUGARHome	[]	['popsugarhome']
jaybirdcom	"""What the Taylor Swift-Big Machine row means for the music industry"" via @MusicWeek http://ow.ly/pvhl50xf2Y6 "	[]	['musicweek']
makerstudios	RT! @ivyleaguepunk NEW VIDEO  http://youtu.be/3ZgOaf1C9g4   Dancing to Taylor Swift for the @kingoftheweb contest!  http://kingofweb.com/users/ivyleaguepunk …	[]	['ivyleaguepunk', 'kingoftheweb']
damanr	"RT @sharptechpod: ESPN as Cable’s Grim Reaper, How the Cable Bundle Crumbled, What Taylor Swift Can Teach Content Companies

Subscribe at h…"	[]	['sharptechpod']
realtimers	"""4 in 10 Republicans said #Benghazi is our worst political scandal. 2nd? Kanye taking the mic from Taylor Swift."" @billmaher #RealTime"	['#benghazi', '#realtime']	['billmaher']
johntdrake	RT @bradwhipple: taylor swift: “you might’ve noticed i’m wearing blue tonight… and it’s to let you know… of… thrawn’s return… as heir to th…	[]	['bradwhipple']
shivampercy	"RT @swifferupdates: 📝| ""Gleaners gets surprise gift from Taylor Swift to cover tens of thousands of meals"" #DetroitTSTheErasTour 

https://…"	['DetroitTSTheErasTour']	['swifferupdates']
TBPandTSwiftfan	"RT @TickPick: Taylor Swift Giveaway! 

We are sending three (3) lucky winners to see Taylor Swift LIVE in Inglewood, California 💜🫶

What's…"	[]	['TickPick']
SarahPSmart	RT @TIFF_NET: ⚡️ Taylor Swift takes over King Street with a special In Conversation With… event at #TIFF22 ��https://t.co/VDOmGgOtDF	['TIFF22']	['TIFF_NET']
AsburyParkPress	"Asbury Park Press
Dec 25Before Taylor Swift, RuPaul or Elton John, the concept of finding family in community was discussed in the New Testament, according to Ross Murray, senior director of the GLAAD Media Institute and a Lutheran deacon.
app.com
Comfort and joy: Here's why some people celebrate the holidays with chosen families
People are finding families of their own, particularly, but not exclusively, in the LGBTQ+ community."	[]	['AsburyParkPress']
lizziepika	"standing room only @ @anyscalecompute HQ’s @raydistributed #LLMs workshop for @mlopscommunity conf 

Here for the Taylor swift eras tour examples 🤌😍 https://t.co/6zNOzmFFPs"	['LLMs']	['anyscalecompute', 'raydistributed', 'mlopscommunity']
DanaBrigoli	"RT @enews: Taylor Swift is making the #GRAMMYs shimmer. 😍 
See every look here: https://t.co/7GGTAoPym5 https://t.co/9LwA19mSC8"	['GRAMMYs']	['enews']
ceemeterydrive	RT @polarisim: el debate Massa-Milei seria el dia despues de los recitales de Taylor Swift niveles estratosféricos de falopa	['']	['polarisim']
CaroDiRusso	RT @JoshButler: Sparing a thought for every political staffer and public servant being forced by their boss to shoehorn Taylor Swift refere…	[]	['JoshButler']
SkyNews	"Sky News
13hJake Gyllenhaal has addressed Taylor Swift's re-released song All Too Well, which is widely interpreted to be about their brief relationship, saying it ""has nothing to do with me""
news.sky.com
Jake Gyllenhaal addresses Taylor Swift's All Too Well re-release and hits out at 'cyberbullying'
The singer's track, from the album Red, was interpreted to be about her relationship with Gyllenhaal. Swift re-released the track in November, leading to the actor receiving negative comments online."	[]	['SkyNews']
j_bwp	"RT @DrEliDavid: Taylor Swift is concerned about climate change.

Fun fact: Her private jet emits more carbon in a single trip than your car…"	[]	['DrEliDavid']
penisfritter	"RT @Vish_ky_tweets: Taylor Swift :- “You called me a whore” 

diljit :- “No taylor I said WHORE ki haal hai??” https://t.co/Q7zFDryngO"	[]	['Vish_ky_tweets']
MinaDiBari	"Palmina D'Alessandro
17hMusic notes: Katy Perry, Camila Cabello, Taylor Swift, Jennifer Lopez and more – 97.9 WRMF
wrmf.com
Music notes: Katy Perry, Camila Cabello, Taylor Swift, Jennifer Lopez and more – 97.9 WRMF
Katy Perry admits she's mispronounced ""hyperbole"" her entire life.  The ""Roar"" singer revealed on Twitter she had pronounced it as ""hyper-BOWL"" instead of ""high"	[]	['MinaDiBari']
martinkydd	RT @blcndieparis: taylor swift opening twitter and finding out that she's releasing an album soon https://t.co/Zm5rfYRaAb	[]	['blcndieparis']
OneeWingedAngel	RT @Saware7: SHE HAS MADE HISTORY AS THIS YEARS ARTIST WITH THE MOST CO2 EMISSIONS. THE FIRST FEMALE MUSICIAN TO DO SO. TAYLOR SWIFT NUMBER…	[]	['Saware7']
onboardly	What to do When Taylor Swift Hates Your Startup:  http://ow.ly/EtvTp  via @Onboardly #taylorswift #PR	['#taylorswift', '#pr']	['onboardly']
numeratorone	Amazon Gives Prime Day a Boost With Concert Featuring Taylor Swift  https://www.adweek.com/digital/amazon-gives-prime-day-a-boost-with-concert-featuring-taylor-swift/#.XRUjDYe0JHE.twitter … via @Adweek	[]	['adweek']
prucenter	If you are planning on going to the GRAMMY Museum Experience prior to Backlash, you can arrive any time before 8 p.m. The Taylor Swift Experience is included in the GRAMMY Museum ticket.	[]	['rangersrock']
ThePoke	"The Poke
12hA Taylor Swift fan’ post-anaesthesia chat with her dentist is simply hilarious.
https://thepoke.co.uk/2021/11/29/taylor-swift-fan-hilarious-post-anaesthesia-chat-with-dentist/…"	[]	['ThePoke']
w_network	Taylor Swift and Calvin Harris Break Up After 15 Months  http://www.wdish.com/entertainment/taylor-swift-and-calvin-harris-break-up … via @thewdish pic.twitter.com/sxH0Xksps1	[]	['thewdish']
amandamarcotte	However they may see themselves doesn’t matter. You can tell yourself that Taylor Swift is the music of the misunderstood outsider, but it’s not true.	[]	['siennathree']
philoso_foster	"RT @kmdoublev: Seeing Taylor Swift in concert but sighing and shrugging a lot so people know it's a ""what can you do""-type situation."	[]	['kmdoublev']
rte2fm	So Taylor Swift is major fan of @dermkennedy! http://2fm.rte.ie/2017/10/02/taylor-swift-fan-niall-horan-dermot-kennedy/ …	[]	['dermkennedy']
HowardWilkins56	"RT @DrEliDavid: Taylor Swift is concerned about climate change.

Fun fact: Her private jet emits more carbon in a single trip than your car…"	[]	['DrEliDavid']
_barbaramaria	"RT @folkcruels: será que a taylor swift já sabe que hoje ela tem que anunciar uma regravação de um álbum chamado reputation?
https://t.co/x…"	['']	['folkcruels']
itsdanib713	"RT @madsniamh: 🕯️ I WILL SEE TAYLOR SWIFT 🕯️ 
🕯️ I WILL SEE TAYLOR SWIFT 🕯️ 
🕯️ I WILL SEE TAYLOR SWIFT 🕯️ 
🕯️ I WILL SEE TAYLOR SWIFT 🕯️…"	[]	['madsniamh']
gciak	.@taylorswift13 fans check out MC Icons: Taylor Swift's videos anytime FREE on GCI TV via @MusicChoice On Demand http://bit.ly/1CYwr8a 	[]	['taylorswift13', 'musicchoice']
alexscroxton	"Well quite, although I think 'naughty' is a bit charitable here.
Still, what's the worst that can happen with Chris Evans? Possibly having to listen to Taylor Swift."	[]	['markyk']
urbandictionary	Taylor Swift: Taylor Swift is an American songwriter/ pop...  http://taylor-swift.urbanup.com/14376330  pic.twitter.com/WazZSm87vo	[]	['louthetaste']
stephrollman	"RT @SoFiStadium: Retweet and follow us @SoFiStadium for a chance to win a custom @chargers Taylor Swift jersey⚡

#TaylorSwift  | #SoFiStadi…"	['TaylorSwift']	['SoFiStadium', 'SoFiStadium', 'chargers']
candidcomments	"RT @DLVermeer: Curation is the future of (re)commerce

A small thrift store in Charlotte, NC hosted a Taylor Swift Eras Tour themed thrift…"	[]	['DLVermeer']
JillWohlner	RT @cruellehoax: remember the time when shawn mendes was asked about taylor swift and joe alwyn's relationship and he said joe looks like v…	[]	['cruellehoax']
mary_loves_dick	@bertiebottmofo Honestly, my Mums local is amazing. The boys sit and sing to Taylor Swift and the girls play pool. It’s wonderful x	[]	['bertiebottmofo']
4music	".@Drake just broke a huge streaming record that Taylor Swift used to hold 😲

Looks like Champagne Papi is back on top!  https://beboxmusic.com/stories/drake-just-broke-taylor-swifts-streaming-record/ … 🔥 pic.twitter.com/OeLOpPyU5A"	[]	['drake']
